new_id,batch,sex,dobday,dobmon,dobyear,fathermonin,sscins,sscboard,sscsub,sscgrade,ssctotal,sscyear,data,hscboard,hscsub,hscgrade,hsctotal,hscyear
145,20141,male,15,11,1994,50000/-,KHIDIRPUR HIGH SCHOOL,DHAKA,SCIENCE,A-,3.56,2011,KHIDIRPUR HIGH SCHOOL,DHAKA,SCIENCE,A,4.5,2013
146,20022,m,,,,,,,,,,,,,,,,
147,20150,female,6,1,1995,50000/-,GULSHAN MODEL HIGH SCHOOL,DHAKA,SCIENCE,A,4.13,2011,GULSHAN MODEL HIGH SCHOOL,DHAKA,SCIENCE,A,4.3,2013
148,20111,male,25,8,1992,15000/-,BANARIPARA UNION INS,BARISAL,SCIENCE,A,4.88,2007,BANARIPARA UNION INS,DHAKA,SCIENCE,A,4.4,2009
149,20150,male,10,1,1995,30000/-,SIRAJNAGAR HIGH SCHOOL,DHAKA,SCIENCE,A,4.19,2011,SIRAJNAGAR HIGH SCHOOL,DHAKA,SCIENCE,A-,3.6,2014
150,20160,female,1,1,1998,25000/-,PAKUNDIA PILOT AD. HIGH SCHOOL,DHAKA,SCIENCE,A,4.38,2013,PAKUNDIA PILOT AD. HIGH SCHOOL,DHAKA,SCIENCE,A,4.42,2015
151,20140,male,20,2,1994,20000,NILPHAMARI GOVT. HIGH SCHOOL,DINAJPUR,SCIENCE,A,4.81,2011,NILPHAMARI GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.4,2013
152,20151,male,11,12,1995,30000/-,JHALAKATI N.S. KAMIL MADRASHA,MADRASHA,SCIENCE,A,4.81,2012,JHALAKATI N.S. KAMIL MADRASHA,DHAKA,SCIENCE,A+,5,2014
153,20120,male,1,1,1995,50000/-,SYLHET GOVT. PILOT HIGH SCHOOL,SYLHET,SCIENCE,A,4.5,2009,SYLHET GOVT. PILOT HIGH SCHOOL,RAJSHAHI,SCIENCE,A-,3.7,2011
154,20090,female,1,1,1949,30000/-,,,SCIENCE,,,,,,SCIENCE,,,
155,20162,female,26,12,1997,100000,IDEAL SCHOOL AND COLLEGE,DHAKA,SCIENCE,,4.69,2013,IDEAL SCHOOL AND COLLEGE,DHAKA,SCIENCE,,4.08,2015
156,20150,male,30,12,1995,50000/-,D.B UNITED HIGH SCHOOL,JESSORE,SCIENCE,A+,5,2011,D.B UNITED HIGH SCHOOL,JESSORE,SCIENCE,A,4.2,2014
157,20120,male,4,10,1993,20000,SHAHEED RAMIZ UDDIN SCHOOL,DHAKA,SCIENCE,A,4.88,2008,SHAHEED RAMIZ UDDIN SCHOOL,DHAKA,SCIENCE,A,4,2010
158,20152,male,7,10,1995,50000/-,DIGHULIA SHAHID MIZANUR RAHMAN,DHAKA,SCIENCE,A,4.63,2011,DIGHULIA SHAHID MIZANUR RAHMAN,DHAKA,SCIENCE,A,4,2013
159,20130,male,13,4,1993,30000,BAGHABO UNION HIGH SCHOOL,DHAKA,SCIENCE,A,4.13,2010,BAGHABO UNION HIGH SCHOOL,DHAKA,SCIENCE,A-,3.7,2012
160,20170,male,19,12,1995,30000,BIRUTTAM SHAHEED SAMAD HIGH SCHOOL,DINAJPUR,SCIENCE,A,4.94,2011,BIRUTTAM SHAHEED SAMAD HIGH SCHOOL,DINAJPUR,SCIENCE,A,4,2013
161,20170,male,1,1,1999,40000/-,KAMREREHOR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014,KAMREREHOR HIGH SCHOOL,DHAKA,SCIENCE,A,4.42,2016
162,20130,male,1,10,1994,15000,"PANCHBAG ISLAMIA FADIL MADRASAH, MYMENSINGH",MADRASAH,SCIENCE,A+,5,2009,"PANCHBAG ISLAMIA FADIL MADRASAH, MYMENSINGH",DHAKA,SCIENCE,A,4.4,2011
163,20152,male,5,12,1997,50000/-,FENI CENTRAL HIGH SCHOOL,COMILLA,SCIENCE,A,4.5,2013,FENI CENTRAL HIGH SCHOOL,COMILLA,SCIENCE,A-,3.75,2015
164,20171,male,4,2,1998,50000,NIMSAR HIGH SCHOOL,COMILLA,SCIENCE,A,4.5,2014,NIMSAR HIGH SCHOOL,COMILLA,SCIENCE,A,4.42,2016
165,20130,male,1,1,1992,60000,RAJSHAHI COLLEGIATE SCHOOL,RAJSHAHI,SCIENCE,A+,5,2006,RAJSHAHI COLLEGIATE SCHOOL,RAJSHAHI,SCIENCE,A,4.3,2008
166,20150,male,4,9,1996,35000/-,RAJUK UTTARA MODEL HIGH SCHOOL AND COLLEGE,DHAKA,SCIENCE,A+,5,2011,RAJUK UTTARA MODEL HIGH SCHOOL AND COLLEGE,DHAKA,SCIENCE,A+,5,2013
167,20171,male,23,12,1997,40000,CIVIL AVIATION HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014,CIVIL AVIATION HIGH SCHOOL,DHAKA,SCIENCE,A,4.83,2016
168,20022,m,,,,,,,,,,,,,,,,
169,20170,female,3,1,1995,50000/=,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,5,A+,2012,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,5,A+,2014
170,20162,female,26,1,1997,25000/=,COMILLA MODERN HIGH SCHOOL,COMILLA,SCIENCE,4.81,A,2013,COMILLA MODERN HIGH SCHOOL,COMILLA,SCIENCE,3.83,A-,2016
171,20161,female,4,1,1997,40000/-,BEGUM RAHIMA GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.81,2013,BEGUM RAHIMA GIRLS HIGH SCHOOL,DHAKA,SCIENCE,,3.83,2015
172,20150,male,12,11,1995,300000/-,"B. N. COLLEGE, DHAKA",DHAKA,SCIENCE,A+,5,2011,"B. N. COLLEGE, DHAKA",DHAKA,SCIENCE,A-,3.9,2013
173,20092,male,2,2,1988,25000/-,JURAIN AMA HIGH SCHOOL,DHAKA,SCIENCE,,4.31,2003,JURAIN AMA HIGH SCHOOL,DHAKA,SCIENCE,,3.9,2006
174,20160,male,16,1,1997,50000/-,ADARSHA SCHOOL,DHAKA,SCIENCE,A,4.56,2013,ADARSHA SCHOOL,DHAKA,SCIENCE,A+,5,2015
175,20131,male,1,3,1995,20000/=,SHAHEED RAMIJUDDIN HIGH SCHOOL,DHAKA,SCIENCE,A,4.88,2010,SHAHEED RAMIJUDDIN HIGH SCHOOL,DHAKA,SCIENCE,A-,3.7,2012
176,20162,male,21,2,1995,30000,"DEWRA ADARSHA HIGH SCHOOL, POSCHIMPARA",COMILLA,SCIENCE,A,4.13,2012,"DEWRA ADARSHA HIGH SCHOOL, POSCHIMPARA",DHAKA,SCIENCE,A+,5,2014
177,20151,female,1,9,1993,50000/-,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2010,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A,4.8,2012
178,20150,male,8,8,1995,60000/-,NOAKHALI ZILLA SCHOOL,COMILLA,SCIENCE,,4.88,2011,NOAKHALI ZILLA SCHOOL,CHITTAGONG,SCIENCE,,3.3,2013
179,20161,male,29,10,1998,50000/-,NABINAGAR ADARSHA BIDYAPITH,DHAKA,SCIENCE,A+,5,2013,NABINAGAR ADARSHA BIDYAPITH,DHAKA,SCIENCE,A+,5,2015
180,20150,male,25,8,1997,42000/-,AHSANIA MISSION,DHAKA,SCIENCE,A,4.88,2012,AHSANIA MISSION,DHAKA,SCIENCE,A,4.6,2014
181,20150,male,16,12,1993,20000/-,"BANKRA, J.K. HIGH SCHOOL",JESSORE,SCIENCE,A,4.5,2008,"BANKRA, J.K. HIGH SCHOOL",JESSORE,SCIENCE,A,4.1,2011
182,20120,female,15,8,1993,18000/-,ISLAMPUR JJKM PILOT GIRLS SCHOOL,DHAKA,SCIENCE,,4.5,2008,ISLAMPUR JJKM PILOT GIRLS SCHOOL,DHAKA,SCIENCE,,3,2011
183,20171,female,1,11,1997,40000,SHIBCHAR NANDA KUMAR,DHAKA,SCIENCE,A+,5,2013,SHIBCHAR NANDA KUMAR,DHAKA,SCIENCE,A,4.42,2015
184,20142,male,9,6,1995,30000/-,POST OFFICE HIGH SCHOOL,DHAKA,SCIENCE,A,4.81,2010,POST OFFICE HIGH SCHOOL,DHAKA,SCIENCE,A-,3.5,2014
185,20160,male,20,1,1997,30000/-,TETULBARIA SCEONDARY SCHOOL,BARISAL,SCIENCE,A,4.44,2013,TETULBARIA SCEONDARY SCHOOL,DHAKA,SCIENCE,A,4.83,2015
186,20170,male,9,10,1997,50000/-,TARAGONJ HIGH SCHOOL,DHAKA,SCIENCE,A-,3.56,2013,TARAGONJ HIGH SCHOOL,DHAKA,SCIENCE,A-,3.75,2015
187,20141,male,24,11,1995,30000/-,ASSIM M/L HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2010,ASSIM M/L HIGH SCHOOL,DHAKA,SCIENCE,A,4.8,2012
188,20130,male,5,12,1994,15000,VELAYET HOSSAIN BAHUMUKHI UCHCHA BIDYALAY,DHAKA,SCIENCE,A,4.75,2010,VELAYET HOSSAIN BAHUMUKHI UCHCHA BIDYALAY,DHAKA,SCIENCE,A,4.8,2012
189,20162,male,7,7,1997,28000,"POLICE LINES SCHOOL AND COLLEGE, RANGPUR",DINAJPUR,SCIENCE,A,4.31,2013,"POLICE LINES SCHOOL AND COLLEGE, RANGPUR",DINAJPUR,SCIENCE,B,3,2016
190,20171,male,12,7,1998,10000,D.S FAJIL MADRASA,MADRASAH,SCIENCE,A,4.38,2013,D.S FAJIL MADRASA,RAJSHAHI,SCIENCE,A-,3.67,2016
191,20162,male,2,2,1998,20000,BHARRAH U.C. HIGH SCHOOL,DHAKA,SCIENCE,A,4.69,2014,BHARRAH U.C. HIGH SCHOOL,DHAKA,SCIENCE,A,4.33,2016
192,20142,male,1,1,1995,50000/-,W.L FLOWER HIGH SCHOOL,DHAKA,SCIENCE,A,4.44,2010,W.L FLOWER HIGH SCHOOL,DHAKA,SCIENCE,B,3.4,2014
193,20151,male,1,1,1997,40000/-,KAYAPARA KAMARKURI,RAJSHAHI,SCIENCE,A+,5,2012,KAYAPARA KAMARKURI,RAJSHAHI,SCIENCE,A,4.5,2014
194,20040,,,,,,,,,,,,,,,,,
195,20071,m,,,,,,,,,,,,,,,,
196,20170,male,18,10,1997,30000,AHSAN ULLAH HIGH SCHOOL,RAJSHAHI,SCIENCE,A,5,2013,AHSAN ULLAH HIGH SCHOOL,RAJSHAHI,SCIENCE,A,5,2015
197,20022,m,,,,,,,,,,,,,,,,
198,20162,female,11,4,1996,35000,A.K HIGH SCHOOL & COLLEGE,DHAKA,SCIENCE,A,4,2011,A.K HIGH SCHOOL & COLLEGE,BTEB,COMPUTER,A-,3.57,2016
199,20161,male,5,6,1993,50000/-,MONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2009,MONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A,4,2011
200,20151,female,3,5,1997,50000/-,MOTIJHEEL GOVT. GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2012,MOTIJHEEL GOVT. GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.8,2014
201,20041,m,,,,,,,,,,,,,,,,
202,20171,male,1,1,1998,40000,SHAKERPUR MYBIL HIGH SCHOL,DINAJPUR,SCIENCE,A+,5,2013,SHAKERPUR MYBIL HIGH SCHOL,DINAJPUR,SCIENCE,A-,3.92,2016
203,20132,male,1,1,1949,,,,,,,,,,,,,
204,20141,m,26,2,1995,15000/-,ADARSHA BIDYANIKETON,DHAKA,SCIENCE,A+,5,2010,ADARSHA BIDYANIKETON,DHAKA,SCIENCE,A,4.2,2012
205,20141,female,20,11,1995,40000/-,JENODPUR UNION HIGH SCHOOL,COMILLA,SCIENCE,A+,5,2011,JENODPUR UNION HIGH SCHOOL,DHAKA,SCIENCE,A,4.1,2013
206,20160,male,1,9,1998,20000/-,TAMIRUL MILLAT KAMIL MADRASHA,MADRASHA,SCIENCE,A,4.94,2013,TAMIRUL MILLAT KAMIL MADRASHA,MADRASHA,SCIENCE,A,4.69,2015
207,20142,male,20,4,1995,21000/-,MOTIJHEEL MODEL SCHOOL,DHAKA,SCIENCE,,4.75,2011,MOTIJHEEL MODEL SCHOOL,DHAKA,SCIENCE,,4.2,2014
208,20022,m,,,,,,,,,,,,,,,,
209,20151,female,16,12,1994,10000/-,A.N.M. HIGH SCHOOL,DHAKA,SCIENCE,A,4.38,2011,A.N.M. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.6,2013
210,20140,male,13,11,1994,20000,TALTALA ADARSHA HIGH SCHOOL,COMILLA,SCIENCE,A,4.81,2010,TALTALA ADARSHA HIGH SCHOOL,DHAKA,SCIENCE,A,4,2012
211,20090,female,3,9,1991,15000/-,DAWOOD PUBLIC,JESSORE,SCIENCE,A,4.94,2006,DAWOOD PUBLIC,JESSORE,SCIENCE,B,3.7,2008
212,20170,male,19,11,1997,30000,SAFIUDDIN SARKER ACADEMY,DHAKA,SCIENCE,5,A+,2013,SAFIUDDIN SARKER ACADEMY,DHAKA,SCIENCE,5,A+,2015
213,20152,male,29,11,1994,50000/-,BRAHMONDI K.K.M. GOVT. SCHOOL,DHAKA,SCIENCE,A,4.88,2011,BRAHMONDI K.K.M. GOVT. SCHOOL,DHAKA,SCIENCE,A,4.5,2013
214,20161,male,30,10,1996,50000/-,P.T.S.C,DHAKA,SCIENCE,A,4.77,2012,P.T.S.C,DHAKA,SCIENCE,A,4.56,2014
215,20160,female,14,9,1996,60000/-,DAUDKANDI PILOT HIGH SCHOOL,COMILLA,SCIENCE,A,4.44,2012,DAUDKANDI PILOT HIGH SCHOOL,COMILLA,SCIENCE,A+,5,2014
216,20151,male,21,10,1996,50000/-,YOUSUFGANJ HIGH SCHOOL,DHAKA,SCIENCE,,4.5,2012,YOUSUFGANJ HIGH SCHOOL,DHAKA,SCIENCE,,4.9,2014
217,20100,male,25,12,1992,50000/-,UTTARA H. SCHOOL,DHAKA,SCIENCE,A,4.81,2007,UTTARA H. SCHOOL,DHAKA,SCIENCE,A,4.2,2009
218,20141,male,16,1,1995,20000/-,SHIALIDANGA SECONDARY SCHOOL,JESSORE,SCIENCE,A+,5,2011,SHIALIDANGA SECONDARY SCHOOL,JESSORE,SCIENCE,A,4.2,2013
219,20141,male,29,11,1994,30000/-,VALUKA PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.38,2010,VALUKA PILOT HIGH SCHOOL,DHAKA,SCIENCE,B,2.8,2013
220,20170,male,1,1,1999,44000,SANANDABARI HIGH SCHOOL,DHAKA,SCIENCE,A,4.25,2014,SANANDABARI HIGH SCHOOL,DHAKA,SCIENCE,A,3.83,2016
221,20160,male,31,12,1997,20000/-,DINAJPUR ZILLA SCHOOL,DINAJPUR,SCIENCE,A+,5,2013,DINAJPUR ZILLA SCHOOL,DINAJPUR,SCIENCE,A,4.33,2015
222,20140,male,10,9,1994,20000,GUNABATI BOHUMUKHI HIGH SCHOOL,COMILLA,SCIENCE,A,4.19,2011,GUNABATI BOHUMUKHI HIGH SCHOOL,COMILLA,SCIENCE,A,4,2013
223,20031,m,,,,,,,,,,,,,,,,
224,20152,male,9,12,1997,60000/-,KADERIA TEXTILE MILLS,DHAKA,SCIENCE,A,4.5,2013,KADERIA TEXTILE MILLS,DHAKA,SCIENCE,A,4.5,2015
225,20151,female,17,2,1996,120000/-,FULBARIA PILOT GIRLS SCHOOL,DHAKA,SCIENCE,A+,5,2011,FULBARIA PILOT GIRLS SCHOOL,DHAKA,SCIENCE,A,4,2013
226,20110,male,29,4,1993,20000/-,JASHALDIA HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2008,JASHALDIA HIGH SCHOOL,JESSORE,SCIENCE,B,3.7,2010
227,20090,male,25,9,1991,30000/-,MUKUNDA PUR HIGH SCHOOL,COMILLA,SCIENCE,,3.75,2006,MUKUNDA PUR HIGH SCHOOL,COMILLA,SCIENCE,,2.6,2008
228,20160,female,10,2,1997,30000/-,MUSLIM MODERN ACADEMY,DHAKA,SCIENCE,,4.25,2012,MUSLIM MODERN ACADEMY,DHAKA,SCIENCE,,4.9,2014
229,20160,female,7,7,1998,60000/-,VIQARUNNESA NOON SCHOOL,DHAKA,SCIENCE,,4.88,2013,VIQARUNNESA NOON SCHOOL,DHAKA,SCIENCE,,4.42,2015
230,20120,female,31,12,1993,40000,B A F SHAHEEN SCHOOL,DHAKA,SCIENCE,A,4.56,2008,B A F SHAHEEN SCHOOL,DHAKA,SCIENCE,A-,3.5,2011
231,20122,m,6,10,1994,30,TEJGAON GOVT.HIGH SCHOOL,DHAKA,SCIENCE,A,4.06,2010,TEJGAON GOVT.HIGH SCHOOL,DHAKA,SCIENCE,B,3.2,2012
232,20170,male,1,1,1999,,BANGLADESH BANK COLONY HIGJ SCHOOL,CHITIAGONG,SCIENCE,4.63,A,2014,BANGLADESH BANK COLONY HIGJ SCHOOL,CHITIAGONG,SCIENCE,3.42,B,2016
233,20111,male,1,1,1989,20000/-,MOTIJHEEL MODEL HIGH SCHOOL,DHAKA,SCIENCE,,3.44,2003,MOTIJHEEL MODEL HIGH SCHOOL,DHAKA,SCIENCE,,3.1,2006
234,20161,male,18,8,1998,25000/-,NBSM HIGH SCHOOL,RAJSHAHI,SCIENCE,A+,5,2013,NBSM HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.08,2015
235,20081,male,7,10,1988,200000/-,NUKALI MULTILATERAL HIGH SCHOOL,RAJSHAHI,SCIENCE,,3.63,2003,NUKALI MULTILATERAL HIGH SCHOOL,RAJSHAHI,SCIENCE,,4.1,2007
236,20142,female,8,9,1996,100000/-,T & T ADARSHOW GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.06,2011,T & T ADARSHOW GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.1,2014
237,20141,male,21,11,1995,20000/-,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A+,5,2010,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.8,2012
238,20170,male,21,3,1999,45000,"BIAM LABORATORY SCHOOL AND COLLEGE, BOGRA",RAJSHAHI,SCIENCE,A,4.94,2014,"BIAM LABORATORY SCHOOL AND COLLEGE, BOGRA",RAJSHAHI,SCIENCE,A,4.17,2016
239,20170,male,21,9,1997,30000/-,R.S.K INSTITUTION,DHAKA,SCIENCE,A,4.31,2013,R.S.K INSTITUTION,DHAKA,SCIENCE,A-,3.67,2016
240,20170,male,21,12,1998,30000,BRAHMONDI K. K GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A-,5,2013,BRAHMONDI K. K GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,5,2015
241,20130,male,1,1,1995,20000,NATORE GOVT. BOYS HIGH SCHOOL,RAJSHAHI,SCIENCE,A+,5,2010,NATORE GOVT. BOYS HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4,2012
242,20171,female,24,2,1998,45000,SHEIKH FAZILATUNNESSA PILOT GIRLS HIGH SCHOOL,DHAKA,SCIENCE,3.94,A-,2013,SHEIKH FAZILATUNNESSA PILOT GIRLS HIGH SCHOOL,DHAKA,SCIENCE,4.25,A,2015
243,20161,male,30,5,1998,30000/-,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A,4.38,2013,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A,4.25,2015
244,20050,m,,,,,,,,,,,,,,,,
245,20142,male,10,10,1997,50000/-,B.BARIA HIGH SCHOOL,COMILLA,SCIENCE,A,4.13,2012,B.BARIA HIGH SCHOOL,COMILLA,SCIENCE,A,4,2014
246,20100,male,6,3,1991,25000/-,NAZIRGONJ SCHOOL,RAJSHAHI,SCIENCE,,4.38,2007,NAZIRGONJ SCHOOL,RAJSHAHI,SCIENCE,,3.3,2009
247,20160,male,3,11,1996,40000/-,KATIADI PILOT BOYS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2012,KATIADI PILOT BOYS HIGH SCHOOL,DHAKA,SCIENCE,A-,3.9,2014
248,20151,male,5,6,1997,30000/-,DUPCHANCHIA PILOT GIRLS HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.75,2012,DUPCHANCHIA PILOT GIRLS HIGH SCHOOL,RAJSHAHI,SCIENCE,A-,3.8,2014
249,20030,m,,,,,,,,,,,,,,,,
250,20170,female,4,10,1998,22000/-,S.K. GOVT. GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.44,2014,S.K. GOVT. GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A-,3.92,2016
251,20150,female,16,2,1997,60000/-,TEJGAON GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.69,2012,TEJGAON GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.6,2014
252,20151,male,17,3,1995,50000/-,MOHAMMADPUR GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2011,MOHAMMADPUR GOVT. HIGH SCHOOL,DHAKA,SCIENCE,,4.2,2013
253,20161,male,15,7,1996,15000/-,DEBINAGAR DAKHIL MADRASHA,MADRASHA,SCIENCE,A+,5,2012,DEBINAGAR DAKHIL MADRASHA,RAJSHAHI,SCIENCE,A,4.7,2014
254,20160,female,17,1,1997,40000/-,JHIKARGACHA B.M. SECONDARY SCHOOL,JESSORE,SCIENCE,A+,5,2012,JHIKARGACHA B.M. SECONDARY SCHOOL,JESSORE,SCIENCE,A-,3.9,2014
255,20160,female,8,6,1995,40000/-,VARATESHWARI HOMES HIGH SCHOOL,DHAKA,SCIENCE,A,4.69,2012,VARATESHWARI HOMES HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014
256,20021,m,,,,,,,,,,,,,,,,
257,20150,male,12,8,1996,20000/-,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A+,5,2011,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.6,2013
258,20120,male,15,7,1994,20000/-,SHAHABUDDIN MEMORIAL ACADEMY,DHAKA,SCIENCE,,4.38,2009,SHAHABUDDIN MEMORIAL ACADEMY,DHAKA,SCIENCE,,4.5,2011
259,20130,male,3,8,1992,50000,LOREETO SCHOOL,EDEXCEL,SCIENCE,B,4.2,2009,LOREETO SCHOOL,EDEXCEL,SCIENCE,D,2,2012
260,20150,male,13,10,1995,50000/-,DAKIN BANASREE MODEL HIGH SCHOOL,DHAKA,SCIENCE,A,4.69,2012,DAKIN BANASREE MODEL HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014
261,20171,male,12,8,1997,30000,NAWABGONJ M. L PILOT HIGH SCHOOL,DINAJPUR,SCIENCE,A,5,2013,NAWABGONJ M. L PILOT HIGH SCHOOL,DINAJPUR,SCIENCE,A-,5,2016
262,20122,m,12,11,1994,20000,"B.N. SCHOOL,DHAKA",DHAKA,SCIENCE,A+,5,2009,"B.N. SCHOOL,DHAKA",DHAKA,SCIENCE,A,4.5,2011
263,20120,male,1,2,1994,30000,MOHAKHALI MODEL HIGH SCHOOL,DHAKA,SCIENCE,A,4.94,2009,MOHAKHALI MODEL HIGH SCHOOL,DHAKA,SCIENCE,A,4.4,2011
264,20150,female,1,10,1996,34000/-,ROTARY SCHOOL KHULNA,JESSORE,SCIENCE,A-,3.94,2011,ROTARY SCHOOL KHULNA,JESSORE,SCIENCE,A-,3.5,2014
265,20100,male,1,12,1989,15000/-,POLICE LINE SCHOOL,RAJSHAHI,SCIENCE,,4.5,2004,POLICE LINE SCHOOL,RAJSHAHI,SCIENCE,,3.2,2006
266,20160,male,12,10,1996,20000/-,FATEHPUR K.G. HIGH SCHOOL,COMILLA,SCIENCE,A+,5,2011,FATEHPUR K.G. HIGH SCHOOL,COMILLA,SCIENCE,A-,3.7,2015
267,20030,m,,,,,,,,,,,,,,,,
268,20150,male,1,1,1990,100000/-,TECHNICAL SCHOOL AND COLLEGE,BTEB,SCIENCE,A-,3.7,2011,TECHNICAL SCHOOL AND COLLEGE,BTEB,SCIENCE,B,3.17,2013
269,20161,male,9,11,1998,25000/-,KURMITOLA HIGH SCHOOL,DHAKA,SCIENCE,A,4.94,2013,KURMITOLA HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2015
270,20031,m,,,,,,,,,,,,,,,,
271,20170,female,10,9,1999,20000,DEBIDWAR REAZ UDDIN PILOT MODEL HIGH SCHOOL,COMILLA,SCIENCE,A+,5,2014,DEBIDWAR REAZ UDDIN PILOT MODEL HIGH SCHOOL,COMILLA,SCIENCE,A,4,2016
272,20041,m,,,,,,,,,,,,,,,,
273,20040,m,,,,,,,,,,,,,,,,
274,20170,male,14,1,1996,25000,MUNSHIGANJ HIGH SCHOOL,DHAKA,SCIENCE,A,5,2012,MUNSHIGANJ HIGH SCHOOL,DHAKA,SCIENCE,A,5,2014
275,20161,female,20,8,1997,12000/-,MUSLIM MODERN ACADEMY,DHAKA,SCIENCE,A+,5,2012,MUSLIM MODERN ACADEMY,DHAKA,SCIENCE,A+,5,2014
276,20170,female,16,1,1998,30000/-,KALMAKANDA PILOT H. SCHOOL,DHAKA,SCIENCE,A+,5,2013,KALMAKANDA PILOT H. SCHOOL,DHAKA,SCIENCE,A+,5,2015
277,20031,m,,,,,,,,,,,,,,,,
278,20131,male,24,12,1994,50000,MUSLIM MODERN ACADEMY,DHAKA,SCIENCE,A+,5,2010,MUSLIM MODERN ACADEMY,DHAKA,SCIENCE,B,3.3,2012
279,20142,male,8,9,1996,,ACDE SCHOOL,DHAKA,SCIENCE,A,4.06,2012,ACDE SCHOOL,DHAKA,SCIENCE,B,3.1,2014
280,20171,male,25,5,1998,50000,SAFIEDDIN SARKAR ACADEMY,DHAKA,SCIENCE,A+,5,2013,SAFIEDDIN SARKAR ACADEMY,DHAKA,SCIENCE,A,4.5,2015
281,20160,male,30,11,1998,40000/-,JALOKATHI N.S. KAMIL MADRASHA,MADRASHA,SCIENCE,A+,5,2013,JALOKATHI N.S. KAMIL MADRASHA,BARISAL,SCIENCE,A-,3.67,2015
282,20031,f,,,,,,,,,,,,,,,,
283,20161,male,10,8,1998,25000/-,RAMCHANDRAPUR SECONDARY SCHOOL,JESSORE,SCIENCE,A,4.63,2013,RAMCHANDRAPUR SECONDARY SCHOOL,DHAKA,SCIENCE,A,4.67,2015
284,20170,male,8,1,1999,20000,UTTAR NAKSHI HIGH SCHOOL,DHAKA,SCIENCE,A,4.13,2014,UTTAR NAKSHI HIGH SCHOOL,DHAKA,SCIENCE,A-,3.5,2016
285,20150,male,11,6,1996,30000/-,M.N. ACADEMY,DHAKA,SCIENCE,A,4.25,2012,M.N. ACADEMY,DHAKA,SCIENCE,A,4,2014
286,20112,male,16,11,1993,50000,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,,4.69,2009,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,,3.7,2011
287,20141,female,30,10,1995,30000/-,RANGPUR GOVT. GIRLS HIGH SCHOOL,DINAJPUR,SCIENCE,,3.81,2010,RANGPUR GOVT. GIRLS HIGH SCHOOL,DINAJPUR,SCIENCE,,3.3,2012
288,20151,female,10,3,1995,30000/-,GAZIPUR CANT. BOARD GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2011,GAZIPUR CANT. BOARD GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013
289,20132,male,15,7,1994,,HAZI BILLAT ALI ADARSHA HIGH SCHOOL,DHAKA,SCIENCE,A,4.44,2009,HAZI BILLAT ALI ADARSHA HIGH SCHOOL,DHAKA,SCIENCE,A,4.1,2011
290,20160,female,13,1,1997,40000/-,SOUTH POINT SCHOOL,DHAKA,SCIENCE,A+,5,2013,SOUTH POINT SCHOOL,DHAKA,SCIENCE,A+,5,2015
291,20062,m,,,,,,,,,,,,,,,,
292,20072,m,,,,,,,,,,,,,,,,
